Names,Website,Phone Number,Address,Type,Opens At,Municipio
La Diligencia,,+52 453 534 1078,"Constitución de 1814 Sur 79D, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante mexicano, Abre a las 6:30p.m.,Apatzingán de la Constitución
Mariscos el Cata Apatzingán,,+52 453 153 8842,"5 de Mayo 90, 18 de Marzo, 60620 Apatzingán de la Constitución, Mich., México",Marisquería, Cierra a las 7p.m.,Apatzingán de la Constitución
El Hijo de la Tostada,,+52 453 539 3889,"Adolfo Ruiz Cortínez, 60673 Apatzingán de la Constitución, Mich., México",Restaurante mexicano, Abre a las 11a.m.,Apatzingán de la Constitución
Mario's Grill,,+52 453 537 4868,"Apatzingan Uruapan Kilómetro 1.5, 980 La Florida, Colonia, 60695 Apatzingán de la Constitución, Mich., México",Parrilla, Abre a las 11a.m.,Apatzingán de la Constitución
Restaurante de Mariscos la Almeja Loca,facebook.com,+52 453 152 7101,"Avenida José ma, José María Morelos y Pavón Ote. # 765, 22 de Octubre, 60650 Apatzingán de la Constitución, Mich., México",Marisquería, Abre a las 11a.m.,Apatzingán de la Constitución
D'Anto Cocina Fusión (antes) Antonella's Burguer Apatzingán,facebook.com,+52 453 117 0210,"C. Donato Bravo Izquierdo 795, 22 de Octubre, 60650 Apatzingán de la Constitución, Mich., México",Hamburguesería, Abre a las 5p.m.,Apatzingán de la Constitución
Restaurante El Tamarindo,,+52 453 530 3287,"22 de Octubre 95, El Tamarindo, 60696 Apatzingán de la Constitución, Mich., México",Restaurante mexicano, Abre a las 8a.m.,Apatzingán de la Constitución
Taquería El Infierno,,+52 453 534 4331,"Constitución de 1814 Nte. 2B, Av. Constitución de 1814 2, Centro, 60600 Apatzingán de la Constitución, Mich., México",Taquería, Abre a las 10a.m.,Apatzingán de la Constitución
...,facebook.com,+52 452 103 8108,"Emiliano Zapata Pte. 1, Aviación, 60640 Apatzingán de la Constitución, Mich., México",Bar restaurante, Abre a las 5p.m. del jue,Apatzingán de la Constitución
Restaurante Palencia,,+52 453 537 4916,"Constitución 24, Centro, 60600 Col Apatzingán, Mich., México",Restaurante mexicano, Abre a las 8a.m. del lun,Apatzingán de la Constitución
Marisco Poncho Jr.,facebook.com,+52 453 164 9171,"60640, Plan de San Luis Nte. 1, Aviación, 60600 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 10:30a.m.,Apatzingán de la Constitución
RESTAURANTE CARNES Y MARISCOS ANTIGUA,,+52 453 105 1978,"C. José Sotero de Castañeda, Ferrocarril, 60690 Apatzingán de la Constitución, Mich., México",Restaurante mexicano, Abre a las 9a.m.,Apatzingán de la Constitución
Taqueria Mundo Apatzingán,,+52 453 101 1404,"Morelos sn 60600, Varillero, 60600 Apatzingán de la Constitución, Mich., México",Taquería, Abre a las 7p.m.,Apatzingán de la Constitución
Tacos El Perico,,+52 453 156 2230,"C. José Sotero de Castañeda #156, Ferrocarril, 60600 Apatzingán de la Constitución, Mich., México",Taquería, Abre a las 8a.m.,Apatzingán de la Constitución
Barbacoa Tatemada Doña Marce,,+52 453 109 7990,"José María Morelos Pavón Pte. ampliacion, Varillero, 60660 Apatzingán de la Constitución, Mich., México",Taquería, Abre a las 8a.m.,Apatzingán de la Constitución
BocaLlena,facebook.com,+52 453 133 4074,"Matías Romero 300, Buenos Aires, 60610 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 12p.m.,Apatzingán de la Constitución
Palets Sushi & Wings,,+52 453 539 6633,"Av. Constitución de 1814 2D, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante de sushi, Cierra a las 11p.m.,Apatzingán de la Constitución
CENADURIA COTITA,,+52 453 534 6525,"Ignacio López Rayon 465, 22 de Octubre, 60650 Apatzingán de la Constitución, Mich., México",Restaurante mexicano, Abre a las 9a.m.,Apatzingán de la Constitución
ROME APATZ,,+52 453 109 2149,"Jesús Carranza, Aviación, 60600 Apatzingán de la Constitución, Mich., México",Restaurante familiar, Abre a las 6p.m.,Apatzingán de la Constitución
Chavindecas Rosy1,,+52 453 534 2494,"Cayetano Andrade Ote 18, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 8a.m.,Apatzingán de la Constitución
Torteria Don Panchito # 1(Tortas Pobres ),,+52 55 6055 6685,"60630 Mercado del Ahuate puesto # 2, Calle Aquiles Serdán Nte 315, Lázaro Cárdenas, 60630 Apatzingán de la Constitución, Mich., México",Restaurante, Cierra a las 3:30p.m.,Apatzingán de la Constitución
La Plaza Restaurant,facebook.com,+52 453 531 1341,"Av. Constitución de 1814 #102, Lázaro Cárdenas, 60640 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 8a.m.,Apatzingán de la Constitución
Satori,,+52 453 226 7007,"Lic. Cornelio Ortiz de Zárate Sur 99, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante japonés, Abre a las 2p.m.,Apatzingán de la Constitución
Mezcalito,facebook.com,,"Constituyentes, Heriberto Jara Ote. 211, Satélite, 60684 Apatzingán de la Constitución, Mich., México",Bar restaurante,,Apatzingán de la Constitución
Restaurante Samy,,,"Av Corregidora 350, Centro, 60600 Apatzingán de la Constitución, Mich., México",Marisquería, Abre a las 9a.m.,Apatzingán de la Constitución
D'gusta Pizza,,+52 453 534 4999,"José María Morelos Pavón Pte. #19-A, Centro, 60600 Apatzingán de la Constitución, Mich., México",Pizzería, Abre a las 9a.m.,Apatzingán de la Constitución
Restaurant Comida China,,,"Samuel Castañón Ote. 398C, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante chino, Abre a las 10a.m.,Apatzingán de la Constitución
Enchiladas Y Doraditos Mary,,+52 453 537 5123,"C. José Sotero de Castañeda 4, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 9a.m.,Apatzingán de la Constitución
AmoreMio Restaurante,,+52 443 351 6910,"Emiliano Zapata Pte. 172, Lázaro Cárdenas, 60630 Apatzingán de la Constitución, Mich., México",Restaurante italiano, Abre a las 7:30p.m.,Apatzingán de la Constitución
Restaurante Los Almendros,,+52 453 108 7478,"C. Lucio Blanco 149, Buenos Aires, 60610 Apatzingán de la Constitución, Mich., México",Restaurante mexicano, Abre a las 7a.m. del lun,Apatzingán de la Constitución
Restaurante Los Almendros,,+52 453 108 7478,"C. Lucio Blanco 149, Buenos Aires, 60610 Apatzingán de la Constitución, Mich., México",Restaurante mexicano, Abre a las 7a.m. del lun,Apatzingán de la Constitución
"Taquería ""Los de Enfrente""",,+52 453 111 1444,"C. 16 de Septiembre 124, Centro, 60690 Apatzingán de la Constitución, Mich., México",Taquería, Abre a las 8a.m.,Apatzingán de la Constitución
Chavindecas Rosy 3 la nueva pizza Michoacána,,+52 453 534 3813,"México 120 256, Nueva, 60673 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 9a.m.,Apatzingán de la Constitución
Restaurant y banquetes Bistro Tamarindos,,+52 453 111 1582,"Gral. Joaquín Amaro135 A Nte, Lázaro Cárdenas, Apatzingán de la Constitución, Mich., México",Restaurante mexicano, Abre a las 9a.m. del lun,Apatzingán de la Constitución
M Wings,,+52 453 534 3535,"José María Morelos Pavón Pte. 19, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 9a.m.,Apatzingán de la Constitución
Taquería El Caballo,,+52 453 537 5164,"Guadalupe Victoria 153, Varillero, 60660 Apatzingán de la Constitución, Mich., México",Taquería,,Apatzingán de la Constitución
COMIDA CHINA,,,"Constitución de 1814 Sur 67, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante chino, Abre a las 10:30a.m.,Apatzingán de la Constitución
Restaurant bar meranti,,+52 453 158 2078,"Av corregidora esquina con José Sotero de, Castañeda, 60600 Apatzingán de la Constitución, Mich., México",Bar, Abre a las 7p.m.,Apatzingán de la Constitución
HAMBURGUESAS DON LAYO,,+52 453 534 0898,"Pedro José Bermeo 270, 22 de Octubre, 60650 Apatzingán de la Constitución, Mich., México",Hamburguesería, Abre a las 6p.m.,Apatzingán de la Constitución
A LA MORIS,,,"Constitución de 1814 Sur 21, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante mexicano,,Apatzingán de la Constitución
El Hijo de la Tostada,facebook.com,+52 453 104 6915,"Av. 22 de Octubre, Aldama esquina, Las Palmas, 60600 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 11a.m.,Apatzingán de la Constitución
Cenaduria Chuy,,+52 453 534 1894,"Constitución de 1917, Palmira, 60683 Apatzingán de la Constitución, Mich., México",Restaurante mexicano, Abre a las 6p.m. del lun,Apatzingán de la Constitución
TAQUERÍA EL CUÑADO,facebook.com,+52 453 133 5771,"Mich, Constitución de 1814 Sur, Centro, 60630 Apatzingán de la Constitución, Mich., México",Taquería, Abre a las 8p.m.,Apatzingán de la Constitución
Cenaduria,,,"Francisco Argandar 5, Nueva, 60673 Apatzingán de la Constitución, Mich., México",Restaurante,,Apatzingán de la Constitución
DELIROLL,,+52 453 534 5301,"José María Morelos Pavón Pte. 27A, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 11a.m.,Apatzingán de la Constitución
antojitos locos y mariscos la palmira,,+52 453 140 4082,"Av Corregidora 186A, Ferrocarril, 60690 Apatzingán de la Constitución, Mich., México",Marisquería, Abre a las 11a.m.,Apatzingán de la Constitución
Apatzingán de la Constitución,,,,,,Apatzingán de la Constitución
Doraditas Pancho,,,"Av Corregidora, Ferrocarril, 60600 Apatzingán de la Constitución, Mich., México",Marisquería, Abre a las 10a.m.,Apatzingán de la Constitución
Cocina COTITA SUC. CENTRO,,+52 453 159 2048,"C. Esteban Vaca Calderón 321a, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante familiar, Abre a las 9a.m. del lun,Apatzingán de la Constitución
La Kasa Del Pastor,,,"22 de Octubre 146, Nueva, 60673 Apatzingán de la Constitución, Mich., México",Restaurante,,Apatzingán de la Constitución
Mariscos La Playita,,+52 453 115 2392,"de Herrera, José Manuel de Herrera 508, Babilonia, 60670 Apatzingán de la Constitución, Mich., México",Marisquería, Abre a la 1p.m.,Apatzingán de la Constitución
.,,,"Av. Tepalcatepec #357-a Col, 18 de Marzo, 60620 Apatzingán de la Constitución, Mich., México",Restaurante de brunch, Abre a las 9a.m.,Apatzingán de la Constitución
Taqueria El Infierno,,+52 453 534 3590,"Adolfo Ruiz Cortínez, 60673 Apatzingán de la Constitución, Mich., México",Taquería,,Apatzingán de la Constitución
Apatzingán,,,"C. 5 de Febrero, Bonifacio Moreno, 60640 Apatzingán de la Constitución, Mich., México",Restaurante,,Apatzingán de la Constitución
"HUARACHES""LA GÜERA""",,+52 453 121 4285,"C. Esteban Vaca Calderón 352, Babilonia, 60670 Apatzingán de la Constitución, Mich., México",Restaurante,,Apatzingán de la Constitución
Gusguitos,facebook.com,+52 443 136 7946,"Heriberto Jara Ote. 194, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a la 1p.m. del lun,Apatzingán de la Constitución
Tortas El Chino,,+52 453 512 6593,"Cayetano Andrade Ote 413, Babilonia, 60670 Apatzingán de la Constitución, Mich., México",,,Apatzingán de la Constitución
Taquería Sandoval,,+52 453 534 6228,"Dr. José María Coss 386, Centro, 60600 Apatzingán de la Constitución, Mich., México",Taquería, Abre a las 9a.m.,Apatzingán de la Constitución
La Gloriosa Mariscos,,+52 453 109 0826,"Querétaro 3B, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 10a.m.,Apatzingán de la Constitución
Tortas Yolita,,+52 453 534 3447,"C. Donato Bravo Izquierdo 909, 22 de Octubre, 60650 Apatzingán de la Constitución, Mich., México",, Abre a las 8a.m. del lun,Apatzingán de la Constitución
"Taqueria ""Rufino Ruiz""",,+52 453 144 7449,"C. Esteban Vaca Calderón 18D, Centro, 60600 Apatzingán de la Constitución, Mich., México",Taquería, Cierra a la 1:05p.m.,Apatzingán de la Constitución
Restaurante Chopas asadas los Rojas de Chururmuco,,+52 453 101 3333,"Av. Lázaro Cárdenas col, benito juarez, 60640 Apatzingán de la Constitución, Mich., México",Restaurante mexicano,,Apatzingán de la Constitución
Tacos Clemen's,,+52 453 133 0551,"Del Jazmín 80-14, C. Plan de Guadalupe #103 60640, Bonifacio Moreno, 60640 Apatzingán de la Constitución, Mich., México",Taquería, Abre a las 9a.m.,Apatzingán de la Constitución
El Mañano,,,"Ramón Ponce Álvarez 70, Los Limones, 60697 Apatzingán de la Constitución, Mich., México",Restaurante,,Apatzingán de la Constitución
Tortas Don Panchito: Sucursal Monumento.,,+52 453 132 0014,"Av Corregidora, Escuela Secundaria Federal 1, 60670 Apatzingán de la Constitución, Mich., México",, Abre a las 5a.m. del lun,Apatzingán de la Constitución
Tortas Don Panchito: Sucursal Monumento.,,+52 453 132 0014,"Av Corregidora, Escuela Secundaria Federal 1, 60670 Apatzingán de la Constitución, Mich., México",, Abre a las 5a.m. del lun,Apatzingán de la Constitución
Mac Ricos Pizza,,+52 453 534 1500,"22 de Octubre 402, Adolfo Ruiz Cortínez, 60670 Apatzingán de la Constitución, Mich., México",Pizzería, Abre a las 8a.m.,Apatzingán de la Constitución
Taquería Librado,facebook.com,+52 453 159 6357,"Lomas de Palmira, 60683 Apatzingán de la Constitución, Mich., México",Taquería, Abre a las 5p.m.,Apatzingán de la Constitución
Rosticería Ledesma,,+52 453 534 5720,"22 de Octubre 325, Miguel Hidalgo, 60670 Col Apatzingán, Mich., México",Restaurante mexicano, Abre a las 9a.m.,Apatzingán de la Constitución
Los olivos restaurante,facebook.com,+52 453 134 7408,"Lic. Cornelio Ortiz de Zárate Sur 18, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 8:30a.m. del lun,Apatzingán de la Constitución
Barbacoa Marcelino,,+52 453 108 0311,"C. Esteban Vaca Calderón, Centro de apatzingan, 60600 Apatzingán de la Constitución, Mich., México",Restaurante especializado en barbacoa, Abre a las 8:30a.m.,Apatzingán de la Constitución
Gaspachos Meraki,,+52 453 532 6004,"Av. Constitución de 1814 Norte 134, Lázaro Cárdenas, 60600 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 11:30a.m.,Apatzingán de la Constitución
Tortas Doña Hermila,,+52 453 534 1205,"Lic. Manuel de Aldarete y Soria Sur 4A, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante familiar, Abre a las 6:30a.m. del lun,Apatzingán de la Constitución
Mariscos Anzo,,,"Lic. Cornelio Ortiz de Zárate Sur 15, Centro, 60600 Apatzingán de la Constitución, Mich., México",Marisquería, Abre a las 10a.m.,Apatzingán de la Constitución
Burguer house,,+52 453 119 8892,"Remigio de Yarza 432, Palmira, 60680 Apatzingán de la Constitución, Mich., México",Hamburguesería, Abre a las 2p.m.,Apatzingán de la Constitución
Simple café,,+52 453 109 6520,"Lic. Cornelio Ortiz de Zárate Sur 18, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante de brunch, Abre a las 6a.m. del lun,Apatzingán de la Constitución
GRIL BURGUER,,+52 453 134 0663,"Remigio de Yarza 306, Palmira, 60680 Apatzingán de la Constitución, Mich., México",Hamburguesería, Abre a las 7p.m.,Apatzingán de la Constitución
Mariscos Mike JR. Ferrocarril,,+52 453 119 1813,"Libertad #13 colonia ferrocarril Esquina, 60690 Apatzingán de la Constitución, Mich., México",Marisquería,,Apatzingán de la Constitución
GUISATORTAS,,+52 453 136 0604,"Abraham M. González, Bonifacio Moreno, 60640 Apatzingán de la Constitución, Mich., México",, Abre a las 8a.m. del lun,Apatzingán de la Constitución
Taquería la vaquita,,+52 453 111 5581,"Av corregidora, Priv. de Corregidora 186, Ferrocarril, Apatzingán de la Constitución, Mich., México",Restaurante, 8a.m.,Apatzingán de la Constitución
"Taqueria ""Dulce""",,+52 453 139 8946,"C. Libertad 325, Ferrocarril, 60690 Apatzingán de la Constitución, Mich., México",Restaurante mexicano, Abre a las 6:30p.m.,Apatzingán de la Constitución
"Taqueria ""Dulce""",,+52 453 139 8946,"C. Libertad 325, Ferrocarril, 60690 Apatzingán de la Constitución, Mich., México",Restaurante mexicano, Abre a las 6:30p.m.,Apatzingán de la Constitución
Mariscos Fresh Mar,,,"Lic. Cornelio Ortiz de Zárate Sur, Palmira, 60600 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 11a.m.,Apatzingán de la Constitución
Cenaduría Mary,,+52 453 537 4316,"Dr. José María Coss 100, Centro, 60600 Col Apatzingán, Mich., México",Restaurante, Abre a las 10a.m.,Apatzingán de la Constitución
Mac Ricos Pizza,,+52 453 534 3724,"Av. Constitución de 1814 42-A, Centro, 60630 Apatzingán de la Constitución, Mich., México",Pizzería, Abre a las 9a.m.,Apatzingán de la Constitución
TORTAS DOÑA CHELA APATZINGAN,,+52 453 128 7052,"Miguel Hidalgo 2-60, Varillero, 60660 Apatzingán de la Constitución, Mich., México",, Abre a las 9a.m. del lun,Apatzingán de la Constitución
La Flor de Michoacán,,+52 453 534 1835,"Constitución 107, Centro, 60600 Col Apatzingán, Mich., México",Restaurante,,Apatzingán de la Constitución
Cenaduria Emmanuel,facebook.com,+52 453 113 1151,"José María Liceaga 156, Babilonia, 60670 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 6p.m.,Apatzingán de la Constitución
Autobuses de Occidente,,+52 453 534 1617,"Heriberto Jara Ote. 13, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante,,Apatzingán de la Constitución
La Ultima Cena Taqueria,facebook.com,+52 453 153 9008,"C. Esteban Vaca Calderón, Centro, 60600 Apatzingán de la Constitución, Mich., México",Taquería, Abre a las 7p.m.,Apatzingán de la Constitución
La Ultima Cena Taqueria,facebook.com,+52 453 153 9008,"C. Esteban Vaca Calderón, Centro, 60600 Apatzingán de la Constitución, Mich., México",Taquería, Abre a las 7p.m.,Apatzingán de la Constitución
Lonchería La Morena,,+52 453 108 9626,"Alberto T. Benítez #1361, Babilonia, 60600 Apatzingán de la Constitución, Mich., México",Restaurante, Cierra a las 2p.m.,Apatzingán de la Constitución
Taqueria Paracuaro,,,"Lic. Cornelio Ortiz de Zárate Sur 8-234, Centro, 60600 Apatzingán de la Constitución, Mich., México",Taquería, Abre a las 4p.m.,Apatzingán de la Constitución
Rosarito beach,,+52 453 197 4341,"Calle Dr. Francisco Argandar 335, Palmira, 60680 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 10:01a.m.,Apatzingán de la Constitución
Vittorio’s Pasta & Pizza,facebook.com,+52 453 158 4449,"Lic. Cornelio Ortiz de Zárate Sur 99, Centro, 60600 Apatzingán de la Constitución, Mich., México",Pizzería, Abre a las 2p.m.,Apatzingán de la Constitución
Cochinando Apatzingan,,+52 453 157 3838,"Tepalcatepec 371, 18 de Marzo, 60620 Apatzingán de la Constitución, Mich., México",Hamburguesería,,Apatzingán de la Constitución
Hot dogs y Hamburguesas Garibay,,+52 453 111 0420,"60600, Centro, 60600 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 6p.m.,Apatzingán de la Constitución
Taquería Emma 2x1,,+52 453 103 3922,"Dr. José María Coss 48A, Centro, 60600 Apatzingán de la Constitución, Mich., México",Taquería, Abre a las 8a.m.,Apatzingán de la Constitución
Cenaduria la jaula,,+52 453 539 9331,"Leandro Valle 278, 18 de Marzo, 60620 Apatzingán de la Constitución, Mich., México",Restaurante, Abre a las 2p.m. del lun,Apatzingán de la Constitución
