Names,Website,Phone Number,Address,Type,Opens At,Municipio
Taquería Los Baas,,+52 999 275 3573,"Centro, 97370 Kanasín, Yuc., México",Taquería, Abre a las 6:30p.m.,Kanasín
Taquería Los Baas,,+52 999 275 3573,"Centro, 97370 Kanasín, Yuc., México",Taquería, Abre a las 6:30p.m.,Kanasín
Taquería San Camilo,,+52 999 261 8451,"Calle 4ax39a 377 esquina 364-362, San Camilo, 97370 Kanasín, Yuc., México",Taquería,,Kanasín
POLLO BRUJO Kanasín - Para llevar,pollobrujoyucatan.com,+52 999 920 1980,"Calle 19 #233 entre 34 y 36 Col, Pablo Moreno, 97370 Kanasín, Yuc., México",Restaurante de comida para llevar, Abre a las 10a.m.,Kanasín
Lonchería Los 2 Hermanos,,+52 999 902 2418,"C. 25, Polígono San Pedro, 97370 Kanasín, Yuc., México",Restaurante,,Kanasín
Asadero MIS 5 ANGELITOS,,+52 999 132 7047,"Calle 16 99C, Centro, 97370 Kanasín, Yuc., México",, Abre a las 10a.m.,Kanasín
"Taquería ""Los Tumbos""",,+52 999 510 2728,"Calle 21 98CH, Centro, 97370 Kanasín, Yuc., México",Taquería, Abre a las 12p.m.,Kanasín
"LONCHERÍA ""LA NEGRITA""",,,"Por 71B y 73, C. 56, Xelpac Cuauhtémoc, 97370 Kanasín, Yuc., México",Restaurante mexicano, Cierra a las 12p.m. ,Kanasín
TAQUERÍA EL KISÍN DE KANASÍN,,+52 999 669 7713,"C. 75ᴮ 133, Xelpac Cuauhtémoc, 97370 Kanasín, Yuc., México",Taquería, Abre a las 7a.m.,Kanasín
El sabor de Kanasin Sur,,+52 999 998 1737,"Calle 50ᴬ 794, C. 50ᴬ 840B, entre 129 y 131, Cinco Colonias, 97280 Mérida, Yuc., México",Restaurante, Abre a las 6p.m.,Kanasín
El sabor de Kanasin Sur,,+52 999 998 1737,"Calle 50ᴬ 794, C. 50ᴬ 840B, entre 129 y 131, Cinco Colonias, 97280 Mérida, Yuc., México",Restaurante, Abre a las 6p.m.,Kanasín
LA CABAÑA KANASÍN,,+52 999 636 0312,"C. 26 LB, Croc, 97370 Kanasín, Yuc., México",Restaurante,,Kanasín
Los Taquitos Chilangos,,+52 999 767 3449,"C. 8 274, 97370 Kanasín, Yuc., México",Taquería, Abre a las 7a.m.,Kanasín
El jardín de Papi,,+52 999 219 3619,"C. 28, Sta Rosa, 97370 Kanasín, Yuc., México",Restaurante de desayunos, Abre a las 8a.m.,Kanasín
Aluxtaco,,+52 999 151 4776,"97370 Kanasín, Yuc., México",Restaurante, Abre a las 6p.m.,Kanasín
Antojitos de Kanasín,,+52 999 203 6234,"C. 38 193, San Damián, 97218 Mérida, Yuc., México",Restaurante, Abre a las 6p.m.,Kanasín
"Cocina económica ""Las Doñitas""",,,"C. 75ᴮ LB, Croc, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 11:30a.m. del lun,Kanasín
Taquería y Pizzería Palenque,,+52 999 646 7505,"Centro, 97370 Kanasín, Yuc., México",Pizzería, Abre a las 2p.m.,Kanasín
Tortas de cochinita,,,"C. 19 75, Centro, 97370 Kanasín, Yuc., México",Restaurante, 5a.m.,Kanasín
RICA CHINA,,+52 999 737 8512,"C. 19 139, Centro, 97370 Kanasín, Yuc., México",Restaurante de cocina mandarina, Abre a las 11a.m.,Kanasín
RICA CHINA,,+52 999 737 8512,"C. 19 139, Centro, 97370 Kanasín, Yuc., México",Restaurante de cocina mandarina, Abre a las 11a.m.,Kanasín
La casa de los huevos motuleños,,+52 999 590 3240,"C. 19 202, Pablo Moreno, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 7:30a.m. del lun,Kanasín
Comida china Guang Dong Food Inn,,+52 55 3420 0696,"Centro, 97370 Kanasín, Yuc., México",Restaurante chino, Abre a las 9a.m.,Kanasín
El sazón de Kanasín,facebook.com,+52 999 545 4502,"C. 7 110, Sta Rosa, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 11:30a.m. del lun,Kanasín
PESCADERÍA DEL PUERTO DE MOAZIR,facebook.com,+52 999 150 0685,"Entre Calle 5 y Calle 3, C. 22, Sta Rosa, 97370 Kanasín, Yuc., México",Marisquería, Abre a las 7a.m.,Kanasín
ANTOJITOS KATIAS,,,"Por 73A y 73B, C. 50, Xelpac Cuauhtémoc, 97370 Yuc., México",Restaurante mexicano,,Kanasín
"Taquería y Pizzería ""Los Potrillos""",lospotrillos.com,+52 999 310 8318,"C. 8-I 89, Jardines de Mulchechen, Bosques de, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 6p.m.,Kanasín
"Taquería ""Concepción""",,+52 999 510 4223,"C. 19 207B, Pablo Moreno, 97370 Kanasín, Yuc., México",Restaurante mexicano, Abre a las 6:30p.m.,Kanasín
"Taquería ""Concepción""",,+52 999 510 4223,"C. 19 207B, Pablo Moreno, 97370 Kanasín, Yuc., México",Restaurante mexicano, Abre a las 6:30p.m.,Kanasín
La Patita,,+52 999 251 1606,"Calle 55 x 2 B y 2 C, Francisco Villa, 97370 Kanasín, Yuc., Mexico 55 x 2B y 2C, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 6p.m.,Kanasín
Taquería El Pueblo,,,"C. 20, Centro, 97370 Kanasín, Yuc., México",Taquería,,Kanasín
Mini loncheria las tías,,+52 999 174 9083,"Centro, 97370 Kanasín, Yuc., México",Restaurante de comida rápida, Abre a las 6:30p.m.,Kanasín
Taquería Vianey,,+52 990 146 6903,"Calle 17 & Calle 12, 97370 Kanasín, Yuc., México",Restaurante familiar, Abre a las 6a.m.,Kanasín
TAQUERÍA EL PAISA,,+52 999 329 5461,"Carr, Merida - Valladolid S/N, Centro, 97370 Kanasín, Yuc., México",Taquería, Abre a las 6:30p.m.,Kanasín
Loncheria Don Pancho,,+52 999 270 1123,"entre 30 y 32, Merida - Valladolid, Centro, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 8a.m. del lun,Kanasín
El Panucho de Kanasin,facebook.com,+52 999 920 2916,"Calle 9 x 34 y 36, San Damián, Mérida, Yuc., México",Restaurante mexicano, Abre a las 6:30p.m.,Kanasín
Taquería y lonchería Cindy,,,"C. 22, Polígono San Pedro, 97370 Kanasín, Yuc., México",Restaurante,,Kanasín
Cocina Económica La Reyna De Kanasín,,,"C. 32 301, Croc, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 11a.m. del lun,Kanasín
LA PASADITA,,+52 990 200 4738,"C. 75 62-cerrada, Mulchechén, 97370 Kanasín, Yuc., México",Restaurante especializado en chuletas, Abre a las 10a.m.,Kanasín
Taquería y Pizzería El Mexicano,,,"Av. 75 540, Santa Isabel, 97373 Kanasín, Yuc., México",Restaurante,,Kanasín
Taquería y Pizzería El Mexicano,,,"Av. 75 540, Santa Isabel, 97373 Kanasín, Yuc., México",Restaurante,,Kanasín
Taquería ¨El Macizo¨,,,"C. 22, Centro, 97370 Kanasín, Yuc., México",Restaurante,,Kanasín
"""QUINTA CANCHÉ""",facebook.com,+52 999 267 8445,"C. 27 LB, Centro, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 12p.m.,Kanasín
CASA LAS PIEDRAS,facebook.com,+52 999 257 7109,"C. 55 255, Francisco Villa, 97370 Kanasín, Yuc., México",Restaurante de desayunos, Abre a las 6:30a.m. del mar,Kanasín
TERRAZA LAS BRISAS,,+52 999 333 6315,"C. Vigésima Primera 42-40, Centro, 97370 Kanasín, Yuc., México",Restaurante de comida rápida, Abre a las 5:30p.m.,Kanasín
"Lonchería ""Sandra""",,+52 999 442 9731,"27 116, Xelpac Cuauhtémoc, 97370 Kanasín, Yuc., México",Restaurante mexicano,,Kanasín
Restaurante Familiar Los Mestizos,,+52 999 473 2098,"97370 Kanasin, Centro, 97370 Mérida, Yuc., México",Restaurante familiar, Abre a las 12p.m.,Kanasín
Vaquero's pizza,,+52 999 489 7895,"C. 19 145A-24 y 26, Centro, 97370 Kanasín, Yuc., México",Pizzería, Abre a las 2p.m.,Kanasín
"Asadero ""La Central Mulchechén""",,+52 999 958 2228,"C. 58 586A, Granjas, Reparto Granjas, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 12p.m.,Kanasín
"Asadero ""La Central Mulchechén""",,+52 999 958 2228,"C. 58 586A, Granjas, Reparto Granjas, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 12p.m.,Kanasín
Cochinita Kanasín,,,"C. 20 101, Centro, 97370 Kanasín, Yuc., México",Restaurante,,Kanasín
Panuchos,,+52 999 609 5413,"C. 52 378, Xelpac Cuauhtémoc, 97370 Kanasín, Yuc., México",Restaurante,,Kanasín
Real Barra De Café,facebook.com,+52 999 706 7070,"Calle 22 #135C, 97379, entre 27 y 29, Centro, 97370 Kanasín, Yuc., México",Cafetería,,Kanasín
Taquería Los CARNALES,,+52 999 481 6705,"97370 Kanasín, Yuc., México",Taquería, Abre a las 6p.m.,Kanasín
LA CASITA DE CHOCOLATE,realdefalconi.com,+52 999 217 7087,"C. 61 341, Francisco Villa Oriente, 97370 Kanasín, Yuc., México",Chocolatería, Abre a las 9a.m.,Kanasín
LA CASITA DE CHOCOLATE,realdefalconi.com,+52 999 217 7087,"C. 61 341, Francisco Villa Oriente, 97370 Kanasín, Yuc., México",Chocolatería, Abre a las 9a.m.,Kanasín
Barbacoa Santa Fé,,,"Calle 27 x 6 y la 8b lote 11, Polígono San Pedro, 97370 Kanasín, Yuc., México",Restaurante especializado en barbacoa, Abre a las 8a.m.,Kanasín
Taquería Kanasín,,+52 999 190 6438,"Caucel - Merida, Sin Nombre de Col 9, 97238 Mérida, Yuc., México",Taquería, Abre a las 7a.m. del lun,Kanasín
TAQUERÍA SANTA CECILIA,,+52 999 277 1403,"C. 19 81 A, Centro, 97370 Kanasín, Yuc., México",Taquería, Abre a las 5:30a.m.,Kanasín
"Cocina Y Lonchería ""La Familia""",,,"Calle 23, Centro, 97370 Kanasín, Yuc., México",Restaurante,,Kanasín
Mariscos la Sirenita la Reyna de los mariscos de kanasin,,+52 999 357 1875,"C. 36 144, Pablo Moreno, 97370 Kanasín, Yuc., México",Marisquería, Abre a las 6a.m.,Kanasín
Chef Pollo,,,"Centro, 97370 Kanasín, Yuc., México",Restaurante especializado en chuletas,,Kanasín
Pizzería tomazzini kanasin,,+52 999 988 1877,"C. 22 123A, Centro, 97370 Kanasín, Yuc., México",Pizzería, Abre a las 5:30p.m.,Kanasín
"Pescadería y Lonchería ""El Megalodón""",,+52 999 383 9450,"C. 19 47, entre calles 21 y 14, Centro, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 9a.m.,Kanasín
"Pescadería y Lonchería ""El Megalodón""",,+52 999 383 9450,"C. 19 47, entre calles 21 y 14, Centro, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 9a.m.,Kanasín
Taquería “La capital”,,,"C. 75ᴮ, Cuauhtémoc, 97370 Kanasín, Yuc., México",Restaurante mexicano, Abre a las 5p.m.,Kanasín
"Venta de Antojitos "" Doña Carmen """,,+52 999 256 5123,"Calle 61, entre Calle 4 y Calle 8, Flor de Mayo, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 7a.m. del lun,Kanasín
"TAQUERÍA ""LA HIJA DEL AMIGO SERGIO""",,+52 999 456 1090,"C. 20 104a, entre 23 y 25, Centro, 97370 Kanasín, Yuc., México",Restaurante, Cierra a las 12p.m.,Kanasín
"Lonchería ""LAS MARGARITAS""",facebook.com,+52 999 112 3823,"Calle 23 94A, Centro, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 6p.m.,Kanasín
Carmelo’s,,,"C. 19 128, Pablo Moreno, 97370 Kanasín, Yuc., México",Marisquería,,Kanasín
EL SOBRINO KANASÍN,,,"C. 31 303, Héctor Victoria, 97370 Kanasín, Yuc., México",Restaurante de comida rápida, Abre a las 7:30p.m.,Kanasín
Merci Paseo 60,restaurantemerci.com,+52 999 948 8251,"PLAZA PASEO 60, CALLE 60 #346 x 33 y 35-A, LOCAL 8, Centro, 97000 Mérida, Yuc., México",Restaurante, Abre a las 8a.m.,Kanasín
Merci Paseo 60,restaurantemerci.com,+52 999 948 8251,"PLAZA PASEO 60, CALLE 60 #346 x 33 y 35-A, LOCAL 8, Centro, 97000 Mérida, Yuc., México",Restaurante, Abre a las 8a.m.,Kanasín
Taquería Lopez san Camilo kanasin,,+52 999 258 7478,"Calle 59 s/n x 2a y 2 san Camilo kanasin, 97370 Mérida, Yuc., México",Taquería,,Kanasín
COCINA ECONÓMICA LA GUADALUPANA,,+52 999 269 0827,"C. 12-C 88B, La Finca, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 7a.m. del lun,Kanasín
Taquería michel San camilo kanasin,,+52 999 960 6446,"59S N 2, 2, San Camilo, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 5p.m.,Kanasín
Taquería michel San camilo kanasin,,+52 999 960 6446,"59S N 2, 2, San Camilo, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 5p.m.,Kanasín
El Jireh,,+52 999 154 3205,"C. 19 261, Pablo Moreno, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 8a.m. del lun,Kanasín
TAQUERÍA EL REY DEL TACO KANASÍN,,+52 999 551 3105,"C. 9B 108-x 18, Centro, 97370 Kanasín, Yuc., México",Taquería,,Kanasín
Cochinita de Tixkokob,,+52 999 383 0897,"C. 55 287, Fraccionamiento Puerta Esmeralda, 97370 Kanasín, Yuc., México",Restaurante de desayunos, Cierra a las 12a.m.,Kanasín
Taquería El suaderito,,+52 999 641 3430,"C. 75 75, Mulchechén, 97370 Kanasín, Yuc., México",Restaurante de comida rápida, Abre a las 6p.m.,Kanasín
Taquería El suaderito,,+52 999 641 3430,"C. 75 75, Mulchechén, 97370 Kanasín, Yuc., México",Restaurante de comida rápida, Abre a las 6p.m.,Kanasín
"Taquería ""EL AMIGO CEBALLOS"" SUC. 3 Kahua Kanasin",,+52 999 148 8999,"C. 56 LB, San Antonio Kaua III, 97370 Kanasín, Yuc., México",Taquería, Abre a las 7p.m.,Kanasín
La casa de la hamburguesa gigante.,,+52 999 286 8990,"Calle 21 48 A, Residencial, 97370 Kanasín, Yuc., México",Hamburguesería, Abre a las 4p.m.,Kanasín
La casa de la hamburguesa gigante.,,+52 999 286 8990,"Calle 21 48 A, Residencial, 97370 Kanasín, Yuc., México",Hamburguesería, Abre a las 4p.m.,Kanasín
Cocina Doña Chula,,+52 999 193 0808,"Calle 16 108 E-23 y 25, Centro, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 11:30a.m.,Kanasín
Restaurante El Cielo,,,"C. 75ᴮ, Cuauhtémoc, 97370 Kanasín, Yuc., México",Restaurante,,Kanasín
Taquería Los Taquitos De Lu,,,"C. 15 100, Centro, 97370 Kanasín, Yuc., México",Restaurante,,Kanasín
salbutes Y Panuchos La Lupita,,+52 999 904 3721,"C. 22, Centro, 97370 Kanasín, Yuc., México",Restaurante, Abre a las 7p.m. del vie,Kanasín
LOS FAROLES,,,"Calle 21 110, Centro, 97370 Kanasín, Yuc., México",Restaurante,,Kanasín
Coctelería la tia mary,facebook.com,+52 999 605 3030,"C. 18 111b, x23y25, 97370 Kanasín, Yuc., México",Marisquería, Abre a las 8a.m.,Kanasín
Baleros Kanasín,,+52 999 263 7317,"Calle 21 entre 18 y 20, Centro, 97370 Kanasín, Yuc., México",Pizzería, Abre a las 12p.m.,Kanasín
